authors,year,title,category,time_series,reasoning,verdict
"Xie, C.; Li, R.; Li, Y.; Xie, H.; Liu, Q.",2025,Imputation of Missing Data in Materials Science through Nearest Neighbors and Iterative Predictions,D,NO,Applied materials science paper using nearest neighbors and iterative predictions (non-DL ML methods).,SKIP
"Erman, K.N.; Cnar, A.C.",2025,Missing Data Imputation in Healthcare Datasets Using GAIN and KNN,C,NO,Empirical study applying GAIN (Generative Adversarial Imputation Nets) and KNN to healthcare datasets.,SKIP
"Chiu, P.C.; Selamat, A.; Krejcar, O.; Kuok, K.K.; Bujang, S.D.A.; Fujita, H.",2022,Missing Value Imputation Designs and Methods of Nature-Inspired Metaheuristic Techniques: A Systematic Review,D,UNCLEAR,"Systematic review focused on nature-inspired metaheuristic optimization algorithms for imputation, not deep learning.",SKIP
"Cosma, A.; Kostyrka, A.V.; Tripathi, G.",2026,Missing Endogenous Variables in Conditional Moment Restriction Models,D,NO,Econometric statistical theory paper on conditional moment restriction models; does not involve deep learning.,SKIP
"Xia, C.; Yin, X.; Yu, J.; Liang, X.; Chen, L.",2025,Missing Traffic Data Imputation based on Tensor Completion and Graph Network Fusion,C,YES,Deep learning architecture (Graph Neural Networks + Tensor Completion) applied to traffic spatiotemporal data imputation.,SKIP
"Chen, J.; Fan, J.; Li, K.-H.; Zhou, H.",2006,Local quasi-likelihood estimation with data missing at random,D,NO,Classical mathematical statistics paper on semiparametric local quasi-likelihood under MAR; no deep learning.,SKIP
"Haryono, A.T.; Sarno, R.; Anggraini, R.N.E.; Sungkono, K.R.",2024,Imputation Missing Stock Prices Using Generative Adversarial Networks and Attention Mechanism,C,YES,Deep learning architecture combining GANs and attention mechanisms for stock price time-series imputation.,SKIP
"Nissen, J.; Donatello, R.; Van Dusen, B.",2019,Missing data and bias in physics education research: A case for using multiple imputation,D,NO,Application paper advocating traditional multiple imputation in physics education research; no deep learning.,SKIP
"Xiang, R.; Zhou, Y.; Jiang, J.",2027,MiCaST: Missingness-Aware Causal Attention and Missing-Conditioned Phase Alignment for Time Series,B,YES,"Proposes missingness-aware causal attention and missing-conditioned phase alignment for time series, substantively incorporating missingness dynamics into neural architecture (flagged for review per inclusion rule).",REVIEW
"Ouyang, J.; Zhang, Y.; Cai, X.; Zhang, Y.; Yuan, X.",2021,ImputeRNN: Imputing Missing Values in Electronic Medical Records,C,YES,RNN-based deep learning model for electronic medical record time-series imputation.,SKIP
"Hani, M.; Mahmoudi, S.; Benjelloun, M.; Dujardin, K.; Betrouni, N.",2026,Imputation benchmarking in clinical databases: constraint enforcement for bounded neuropsychological assessments,C,NO,Benchmarking study evaluating bounded domain constraint enforcement in clinical database imputation.,SKIP
"Ennett, C.M.; Frize, M.; Walker, C.R.",2008,Imputation of missing values by integrating neural networks and case-based reasoning,C,NO,Hybrid neural network and case-based reasoning method for missing data imputation.,SKIP
"Susanto, T.; Yuniarno, E.M.",2025,ITS-BLEND : Imputation for Time Series Data Using Bidirectional LSTM with Enhanced Dual-Context Mechanism,C,YES,Bidirectional LSTM neural network architecture for time-series data imputation.,SKIP
"Hoskovec, L.; Koslovsky, M.D.; Koehler, K.; Good, N.; Peel, J.L.; Volckens, J.; Wilson, A.",2023,Infinite hidden Markov models for multiple multivariate time series with missing data,D,YES,Bayesian non-parametric statistical approach (infinite HMMs) for time series with missing data; no deep learning.,SKIP
"Azad, F.; Bosnić, Z.; Kukar, M.",2025,Meta-Imputation Balanced (MIB): An Ensemble Approach for Handling Missing Data in Biomedical Machine Learning,C,NO,Ensemble machine learning approach for handling missing data in biomedical datasets.,SKIP
"Garcia, C.; Leite, D.; Skrjanc, I.",2020,Incremental Missing-Data Imputation for Evolving Fuzzy Granular Prediction,D,YES,Fuzzy granular computing system for incremental missing-data imputation; not deep learning.,SKIP
"Vach, W.; Schumacher, M.",1993,Logistic regression with incompletely observed categorical covariates: A comparison of three approaches,D,NO,Classical 1993 statistical paper comparing statistical approaches in logistic regression with missing covariates; no deep learning.,SKIP
"Kamat, G.; Reiter, J.P.",2021,Leveraging random assignment to impute missing covariates in causal studies,D,NO,Statistical causal inference methodology for covariate imputation using random assignment; no deep learning.,SKIP
"Haliduola, H.N.; Bretz, F.; Mansmann, U.",2022,Missing data imputation in clinical trials using recurrent neural network facilitated by clustering and oversampling,B,YES,Investigates RNN-based imputation within biostatistical clinical trial frameworks where missingness mechanisms (MAR/MNAR) directly impact inference validity (flagged for review per inclusion rule).,REVIEW
"Zhou, J.; Lu, B.; Liu, Z.; Pan, S.; Feng, X.; Wei, H.; Zheng, G.; Wang, X.; Zhou, C.",2025,MagiNet: Mask-Aware Graph Imputation Network for Incomplete Traffic Data,C,YES,Mask-aware graph neural network architecture for traffic data imputation without formal statistical mechanism validity proofs.,SKIP
"Bekhit, M; Salah, A; Alrawahi, AS; Attia, T; Ali, A; Eldesouky, E; Fathalla, A",2025,MoCap-Impute: A Comprehensive Benchmark and Comparative Analysis of Imputation Methods for IMU-Based Motion Capture Data,C,YES,"Evaluates DL models (SAITS, BRITS, GRU-D, GAIN) across MCAR, block, and value-dependent missingness as benchmark experimental conditions; does not provide formal proofs or substantively analyze statistical validity.",SKIP
"Nor, MHM; Abu Bakar, MA; Ariff, NM; Mohtar, WHMW; Lee, BKB",2025,Navigating the missing data maze: exploring multiple imputation techniques for environmental performance index data,D,NO,"Focuses on traditional ML methods (MICEForest, MissForest, kNN) for cross-sectional EPI data and suggests DL only as future work; does not propose or formally evaluate a DL imputation method.",SKIP
"Ren, WH; Liu, Z; Wu, YQ; Zhang, ZL; Hong, SD; Liu, HX",2024,Moving Beyond Medical Statistics: A Systematic Review on Missing Data Handling in Electronic Health Records,C,YES,"Systematic review summarizing how EHR studies simulate MCAR, MAR, and MNAR; missingness mechanisms are categorized as experimental evaluation setups across reviewed literature.",SKIP
"Pereira, RC; Abreu, PH; Rodrigues, PP",2022,Partial Multiple Imputation With Variational Autoencoders: Tackling Not at Randomness in Healthcare Data,B,NO,"Substantively engages with the MNAR missingness mechanism in deep generative models, introducing a VAE extension with partial multiple imputation specifically designed to tackle single-sample bias under MNAR.",REVIEW
"Dai, ZY; Bu, ZQ; Long, Q",2022,Multiple Imputation with Neural Network Gaussian Process for High-dimensional Incomplete Data,A,NO,"Formally grounds deep learning (Neural Network Gaussian Process) in Bayesian statistics, sampling from the joint posterior predictive distribution to guarantee proper multiple imputation and statistical inference under MCAR, MAR, and MNAR.",REVIEW
"Dai, ZY; Bu, ZQ; Long, Q",2021,Multiple Imputation via Generative Adversarial Network for High-dimensional Blockwise Missing Value Problems,A,NO,Proposes MI-GAN and provides explicit theoretical support for deep generative adversarial multiple imputation operating under MAR to guarantee proper statistical inference and consistency.,REVIEW
"Venugopal, V.; Tanna, P.",2023,Missing Value Imputation Techniques Used in Deep Learning Algorithms: A Review,D,NO,Broad qualitative review of missing value techniques in ML/DL workflows; does not analyze missingness mechanisms (MCAR/MAR/MNAR) or formal statistical inference.,SKIP
"Liu, D.; Oberman, H.I.; Muñoz, J.; Hoogland, J.; Debray, T.P.A.",2023,"Quality control, data cleaning, imputation",C,YES,Book chapter reviewing data quality and imputation concepts (including informative missingness) for real-world data; does not develop or formally analyze a DL imputation method.,SKIP
"Lakshmi, N.V.; Danish, F.; Dar, J.G.; Gandara, F.A.F.",2026,Non-response adjusted mean estimation using tool wear and torque data in predictive maintenance systems,D,YES,Focuses on survey-style non-response weight adjustment for mean estimation in mechanical sensor streams; does not involve deep learning imputation or statistical validity proofs for neural networks.,SKIP
"Yamaguchi, Y.; Yoshida, S.; Misumi, T.; Maruo, K.",2022,Multiple imputation for longitudinal data using Bayesian lasso imputation model,D,YES,Proposes a parametric Bayesian lasso model for longitudinal multiple imputation; does not involve deep learning architectures.,SKIP
"Li, R.; Shen, Z.; Wu, C.; Li, J.; Tian, Y.",2026,Prediction Pipeline Selection for Incomplete Clinical Data via Missingness Fingerprints and Instance Augmentation,C,NO,Deals with AutoML pipeline selection and instance augmentation based on missingness fingerprints; lacks formal statistical validity proofs or mechanism-specific theoretical guarantees for DL imputation.,SKIP
"Bhogle, P.M.R.; Potey, M.",2026,"Multi-Method Implementation and Evaluation of Air Quality Data Imputation: A Case Study on Urban Sensor Datasets Using Traditional, Machine Learning, and Hybrid Approaches",C,YES,Empirical case study benchmarking imputation techniques on urban sensor data; treats missingness purely as an experimental setting without formal analysis of DL statistical validity.,SKIP
"Malarvizhi, A.S.; Pan, P.",2024,Multi-source data fusion for filling gaps in satellite Aerosol Optical Depth (AOD) using generative models,C,YES,Applied generative deep learning for spatial/temporal gap filling in satellite imagery; treats missingness as physical gaps without formal proofs or mechanism-specific validity analysis.,SKIP
"Lee, K.J.; Carlin, J.B.",2012,Recovery of information from multiple imputation: A simulation study,D,NO,Classical statistical simulation paper evaluating traditional multiple imputation methods; no deep learning models are involved.,SKIP
"Rendall, M.S.; Ghosh-Dastidar, B.; Weden, M.M.; Baker, E.H.; Nazarov, Z.",2013,Multiple Imputation for Combined-survey Estimation With Incomplete Regressors in One but Not Both Surveys,D,NO,Survey statistics paper on combining datasets with missing regressors using standard multiple imputation; contains no deep learning architectures.,SKIP
"Malarvizhi, A.S.; Pan, P.; Stover, T.; Sun, D.; Yang, C.",2025,Optimizing GAIN model to improve AOD imputation using MODIS MAIAC data and multi-source data fusion as an example,C,YES,Applied remote sensing paper adapting GAIN for AOD spatial-temporal missingness; evaluates performance empirically without formal statistical validity proofs or mechanism-agnostic theoretical guarantees.,SKIP
"Guo, J.; Jing, N.; Zhang, M.; Wang, Y.; Bai, R.; Chen, Y.",2026,Multi-client federated graph learning with dual-atlas dynamics and cluster-guided aggregation for rs-fMRI diagnosis,D,YES,Graph neural network paper focused on federated medical diagnosis from brain fMRI scans; not about data imputation or missingness mechanism theory.,SKIP
"Sukthong, P.; Charoenporn, P.",2026,Performance Evaluation of Imputation Techniques for Telecommunications Customer Clustering,C,NO,Application-oriented benchmark assessing how imputation affects customer clustering; treats missingness as an experimental variable without formal DL statistical validity theory.,SKIP
"Christopher, H.S.; Terrin, N.; Griffith, J.L.; D’agostino, R.B.; Selker, H.P.",2001,"Predictive performance of missing data methods for logistic regression, classification trees and neural networks",C,NO,Early 2001 comparative study evaluating standard missing data fixes when training traditional classifiers (including early neural nets); does not develop deep learning imputation theory under MCAR/MAR/MNAR.,SKIP
"Wu, X.; Xiong, L.; Liu, C.",2026,Physics-Informed Data Augmentation for Cyber-Physical Power Systems under Mixed Incompleteness Patterns,B,YES,Substantively addresses neural data augmentation/imputation under mixed missingness patterns by incorporating physical laws to ensure valid power grid reconstruction; erring on the side of inclusion warrants review.,REVIEW
"Han, Y.; Yu, X.; Yuan, J.; Xie, S.; Zhu, M.",2026,Physics-guided conditional generative imputation of gappy GNSS coordinate measurements under mixed missingness,B,YES,Develops a conditional generative neural imputation framework specifically designed to remain valid under mixed missingness mechanisms in GNSS time series measurements; erring on the side of inclusion warrants review.,REVIEW
"Zhang, N.; Chen, H.; Elliott, M.R.",2016,Nonrespondent subsample multiple imputation in two-phase sampling for nonresponse,D,NO,Mathematical survey sampling paper proposing statistical multiple imputation for two-phase sampling; contains no deep learning methods.,SKIP
"Wen, H.",2024,Probabilistic wind power forecasting resilient to missing values: An adaptive quantile regression approach,C,YES,Direct forecasting method designed to be resilient to missing inputs using quantile regression; does not construct a formal DL imputation theory under missingness mechanisms.,SKIP
"Wang, C.-Y.; Hsu, L.",2020,Multinomial logistic regression with missing outcome data: An application to cancer subtypes,D,NO,Classical biostatistical paper addressing missing categorical outcomes in regression models; does not involve deep learning architectures.,SKIP
"Lee, K.J.; Roberts, G.; Doyle, L.W.; Anderson, P.J.; Carlin, J.B.",2016,Multiple imputation for missing data in a longitudinal cohort study: a tutorial based on a detailed case study involving imputation of missing outcome data,D,YES,Pedagogical tutorial covering standard statistical multiple imputation workflows in longitudinal research; does not cover deep learning.,SKIP
"Chen, Z.; Tan, S.; Chajewska, U.; Rudin, C.; Caruana, R.",2023,Missing Values and Imputation in Healthcare Data: Can Interpretable Machine Learning Help?,B,NO,Substantively investigates how missingness mechanisms and imputation affect the statistical validity and interpretability of machine learning models in healthcare; erring on the side of inclusion warrants review.,REVIEW
"Dine, A.; Larocque, D.; Bellavance, F.",2017,Multivariate forests with missing mixed outcomes,D,NO,Extension of random forest algorithms for handling missing response variables; does not use neural networks or deep learning architectures.,SKIP
"Serrano, R.; Laclau, C.; Jeudy, B.; Largeron, C.",2024,Reconstructing the Unseen: GRIOT for Attributed Graph Imputation with Optimal Transport,B,NO,Develops a deep graph neural network imputation method utilizing Optimal Transport theory to guarantee distribution alignment under missing node attributes; erring on the side of inclusion warrants review.,REVIEW
"Cornish, R.P.; Macleod, J.; Carpenter, J.R.; Tilling, K.",2017,Multiple imputation using linked proxy outcome data resulted in important bias reduction and efficiency gains: A simulation study,D,NO,Biostatistical simulation study evaluating conventional multiple imputation with proxy variables; no deep learning models are involved.,SKIP
"Wibisono, A.; Mursanto, P.; See, S.",2024,Natural generative noise diffusion model imputation,B,NO,Introduces a deep generative diffusion model for data imputation to learn valid conditional data distributions under missingness; erring on the side of inclusion warrants review.,REVIEW
"Kline, A; Luo, Y",2025,Using item response theory as a methodology to impute categorical missing values,C,NO,Evaluates an Item Response Theory (IRT) psychometric method against ML/DL baselines (DataWig) under MCAR and MAR as experimental evaluation conditions; does not provide formal proofs or validity analysis for DL imputation.,SKIP
"Lim, DK; Rashid, NU; Oliva, JB; Ibrahim, JG",2025,Unsupervised Imputation of Non-Ignorably Missing Data Using Importance-Weighted Autoencoders,A,NO,"Abstract explicitly presents a formal treatment of Variational Autoencoders (VAEs) under ignorable and non-ignorable (MNAR) missingness mechanisms, deriving an approximate posterior distribution for proper multiple imputation.",REVIEW
"Pereira, RC; Abreu, PH; Rodrigues, PP",2024,Siamese Autoencoder Architecture for the Imputation of Data Missing Not at Random,B,NO,"Specifically designs a novel deep learning architecture (Siamese Autoencoder) with custom loss functions tailored for MNAR data, substantively addressing model behavior and performance under non-ignorable missingness.",REVIEW
"Bashir, N; Mir, AA; Daud, A; Rafique, M; Bukhari, A",2024,Time Series Reconstruction With Feature-Driven Imputation: A Comparison of Base Learning Algorithms,C,YES,"Evaluates machine learning and deep boosting models on soil radon time series; treats MCAR, MAR, and MNAR missingness strictly as synthetic experimental benchmark settings (15%, 25%, 45% missing rates).",SKIP
"Rejeb, S.; Duveau, C.; Rebafka, T.",2022,Self-organizing maps for exploration of partially observed data and imputation of missing values,B,NO,"Examines Self-Organizing Maps (SOM neural networks) for missing value imputation; abstract missing in export, retained for REVIEW under inclusion guidelines to verify statistical validity treatment.",REVIEW
"Song, X.; Ye, Y.; Yu, J.J.Q.",2021,TINet: Multi-dimensional Traffic Data Imputation via Transformer Network,C,YES,Applied deep learning Transformer architecture for multi-dimensional spatio-temporal traffic data imputation; treats missingness patterns as standard experimental evaluation settings.,SKIP
"Madley-Dowd, P.; Hughes, R.; Tilling, K.; Heron, J.",2019,The proportion of missing data should not be used to guide decisions on multiple imputation,D,NO,Classic biostatistical methodology paper on multiple imputation guidelines in epidemiology; contains no deep learning methods or architectures.,SKIP
"Liu, M.; Wei, L.; Zhang, J.",2006,Review of guidelines and literature for handling missing data in longitudinal clinical trials with a case study,D,YES,"Biostatistical review paper from 2006 covering traditional clinical trial missing data guidelines (LOCF, MMRM, MI); no deep learning involved.",SKIP
"Lotfipoor, A.; Patidar, S.; Jenkins, D.P.",2023,Transformer network for data imputation in electricity demand data,C,YES,Applied engineering paper using a Transformer neural network for electricity demand time series imputation under standard benchmark missing scenarios.,SKIP
"Abbasi, M.; Jassoma, K.; Nassereddine, M.",2025,Robust Smart Grid Stability Prediction Under Missing Data: A Hybrid Data Imputation and Ensemble Learning Approach,D,YES,Focuses on smart grid stability prediction under missing data using hybrid imputation and ensemble learning; applied engineering predictive modeling rather than DL-statistics theoretical bridge.,SKIP
"Mitra, R.; Dunson, D.",2010,Two-level stochastic search variable selection in GLMs with missing predictors,D,NO,Traditional Bayesian biostatistical paper on GLM variable selection with missing predictors; does not involve deep learning.,SKIP
"Dai, Z.; Getzen, E.; Long, Q.",2024,SADI: Similarity-Aware Diffusion Model-Based Imputation for Incomplete Temporal EHR Data,B,YES,Develops a similarity-aware deep diffusion model for temporal EHR imputation; engages with statistical structure and validity in generative diffusion models for incomplete medical time series (retained for REVIEW).,REVIEW
"van Oers, B.P.; Baysal Erez, I.; van Keulen, M.",2026,Sparse GAIN: Imputation Methods to Handle Missing Values with Sparse Initialization,C,NO,Proposes an architectural extension (sparse initialization) to Generative Adversarial Imputation Networks (GAIN); missingness mechanisms serve as empirical evaluation conditions.,SKIP
"Keogh, R.H.; White, I.R.",2013,Using full-cohort data in nested case-control and case-cohort studies by multiple imputation,D,NO,Traditional biostatistical methodology paper on multiple imputation in epidemiological study designs; no deep learning components.,SKIP
"Hounmenou, C.G.; Behingan, M.B.; Chrysostome, C.A.; Gneyou, K.E.; Kakaï, R.G.",2024,Robustness of Imputation Methods with Backpropagation Algorithm in Nonlinear Multiple Regression,C,NO,Empirical robustness study of backpropagation neural network imputation in nonlinear regression; treats missingness mechanisms as experimental simulation parameters.,SKIP
"Zhao, P.; Tang, N.; Qu, A.; Jiang, D.",2017,Semiparametric estimating equations inference with nonignorable missing data,D,NO,Theoretical biostatistics paper on semiparametric estimating equations for nonignorable (MNAR) data; does not incorporate deep learning.,SKIP
"Neves, D.T.; Naik, M.G.; Proença, A.",2021,"SGAIN, WSGAIN-CP and WSGAIN-GP: Novel GAN Methods for Missing Data Imputation",C,NO,"Introduces GAN-based imputation variants (SGAIN, WSGAIN); missingness mechanism assumptions (MCAR/MAR) are used solely for empirical benchmarking.",SKIP
"Le Morvan, M.; Josse, J.; Scornet, E.; Varoquaux, G.",2021,What's a good imputation to predict with missing values?,A,NO,"NeurIPS theoretical paper proving mathematical guarantees and Bayes consistency of deep neural networks predicting under missing data mechanisms (MCAR, MAR, MNAR); formal bridge between statistical missingness theory and DL.",REVIEW
"Yin, Y.; Yang, J.; An, N.",2026,SCImputation: Mitigating Feature Confounding From a Structural Causal Perspective for Data Imputation,B,NO,Uses structural causal models (SCMs) and causal graph theory to formally analyze and mitigate feature confounding/missingness mechanisms in deep learning imputation.,REVIEW
"Rabbi, K.F.; Lou, H.H.; Liu, X.",2026,The Impact of Time-Aware Design Choices in ICS Anomaly Detection,D,YES,Focuses on industrial control system anomaly detection performance under time-aware design choices; not focused on DL imputation theory or missingness mechanism validity.,SKIP
"Zhao, A.; Ding, P.",2024,To Adjust or not to Adjust? Estimating the Average Treatment Effect in Randomized Experiments with Missing Covariates,D,NO,JASA statistical causal inference paper analyzing covariate adjustment under missing data in randomized trials; contains no deep learning architectures.,SKIP
"Zanga, A.; Bernasconi, A.; Lucas, P.J.F.; Pijnenborg, H.; Reijnen, C.; Scutari, M.; Stella, F.",2022,Risk Assessment of Lymph Node Metastases in Endometrial Cancer Patients: A Causal Approach,D,NO,Clinical application using Causal Bayesian Networks for cancer risk assessment; unrelated to deep learning imputation validity or mechanism bridging.,SKIP
"Pereira, R.C.; Abreu, P.H.; Rodrigues, P.P.",2023,Siamese Autoencoder-Based Approach for Missing Data Imputation,B,NO,Conference paper introducing the Siamese Autoencoder for missing data imputation designed to handle missingness mechanisms (precursor to Pereira et al. 2024; retained for REVIEW under inclusion rules).,REVIEW
"Jang, S.; Eun, J.; Yi, H.; Choi, C.",2026,When Does Train-Time Masking Help? A Leakage-Controlled Robustness Audit of Tabular Classifiers Under Feature Missingness,D,NO,Evaluates tabular classifier robustness under feature masking/missingness at test time rather than establishing validity or theoretical guarantees for DL imputation.,SKIP
"Karahalios, A.; Baglietto, L.; Lee, K.J.; English, D.R.; Carlin, J.B.; Simpson, J.A.",2013,The impact of missing data on analyses of a time-dependent exposure in a longitudinal cohort: A simulation study,D,YES,Biostatistical longitudinal simulation study evaluating traditional epidemiological missing data methods; no deep learning involved.,SKIP
"Ji, B.; Han, S.; Lee, M.-S.",2026,Spatially Gated Mixture of Experts for Missing Data Imputation in Pavement Management Systems,C,NO,Applied civil engineering paper utilizing a Spatially Gated Mixture of Experts DL model; missingness rates/mechanisms serve as empirical test conditions for pavement data.,SKIP
"Khangamwa, G.; van Zyl, T.; van Alten, C.J.",2022,"Towards a Methodology for Addressing Missingness in Datasets, with an Application to Demographic Health Datasets",B,NO,Methodological paper specifically addressing missingness mechanisms (MCAR/MAR/MNAR) and selecting appropriate ML/DL imputation strategies for demographic health data (retained for REVIEW under inclusion guidelines).,REVIEW
