authors,year,title,category,time_series,reasoning,verdict
Shi et al.,2025,Data Imputation Based on Retrieval-Augmented Generation,D,NO,Introduces a Retrieval-Augmented Generation framework using LLMs for data lake tabular imputation without addressing the theoretical connection to statistical missing data inference.,SKIP
Mantuano et al.,2025,Data imputation methods for intermittent renewable energy sources: Implications for energy system modeling,B,YES,Substantively evaluates how deep learning and statistical imputation methods impact distribution preservation and statistical validity in downstream energy optimization models.,REVIEW
Mello-Román & Martínez-Amarilla,2025,COVID-19 Data Analysis: The Impact of Missing Data Imputation on Supervised Learning Model Performance,C,NO,Evaluates missing data imputation algorithms (including MICE) to preprocess clinical COVID-19 data for classifier accuracy without addressing deep learning inference theory.,SKIP
Hani et al.,2025,"Context-Aware Imputation for Parkinson's Disease Trajectories: Systematic Benchmark of Cross-Sectional, Temporal, and Generative Approaches",B,YES,Substantively benchmarks generative variational models against MICE under MAR and MNAR mechanisms to evaluate statistical bias and inferential validity in longitudinal trajectories.,REVIEW
Thoi et al.,2025,Deep Learning-assisted Diagnosis of Extrahepatic Common Bile Duct Obstruction Using MRCP Imaging and Clinical Parameters,D,NO,"Applies routine missing data imputation as an undisclosed preprocessing step for multimodal medical imaging classification, with no discussion of statistical missing data theory.",SKIP
Dong et al.,2024,Deep network embedding with dimension selection,A,NO,Provides a formal theoretical proof that deep network embedding vectors treated as missing data converge weakly to the true posterior distribution in 2-Wasserstein distance.,REVIEW
Lim et al.,2024,Deeply Learned Generalized Linear Models with Missing Data,A,NO,Establishes a formal probabilistic bridge for deeply learned generalized linear models under ignorable (MAR) and non-ignorable (MNAR) missingness mechanisms via ELBO bounds.,REVIEW
Elseddik et al.,2023,Deep Learning-Based Approaches for Enhanced Diagnosis and Comprehensive Understanding of Carpal Tunnel Syndrome,D,NO,Presents a clinical application of deep learning and standard hypothesis tests for Carpal Tunnel Syndrome diagnosis without addressing missing data imputation theory.,SKIP
Collier et al.,2024,Deep Learning Imputation for Asymmetric and Incomplete Likert-Type Items,B,NO,"Substantively discusses the statistical validity, bias, and underlying assumptions of traditional imputation on rating scale data while introducing a deep learning imputation alternative.",REVIEW
Xu et al.,2023,Deep Learning-Based Imputation Method to Enhance Crowdsourced Data on Online Business Directory Platforms for Improved Services,C,NO,"Proposes a deep learning imputation framework for crowdsourced business directory attributes, citing missingness issues as general practical background.",SKIP
Choi et al.,2021,Deep Learning Approach to Generate a Synthetic Cognitive Psychology Behavioral Dataset,D,NO,Focuses on synthetic tabular data generation using pre-trained GANs for small cognitive psychology samples rather than missing data imputation or inference theory.,SKIP
Ghalebikesabi et al.,2021,Deep Generative Missingness Pattern-Set Mixture Models,A,NO,Rigorously derives a VAE framework based on Little (1993) pattern-set mixture models to sample from posterior distributions under ignorable (MAR) and non-ignorable (MNAR) missingness.,REVIEW
Dong et al.,2020,Counterfactual learning for recommender system,C,NO,Mentions Rosenbaum and Rubin propensity score frameworks and imputation models as background in a general overview of counterfactual debiasing for recommender systems.,SKIP
de Jong et al.,2019,Deep learning for clustering of multivariate clinical patient trajectories with missing values,C,YES,"Proposes a recurrent VAE model (VaDER) to handle missing values when clustering clinical time series trajectories, focusing on empirical clustering rather than missing data inference theory.",SKIP
Lin et al.,2020,Data-driven missing data imputation in cluster monitoring system based on deep neural network,C,NO,Proposes a deep feature imputation heuristic for server cluster monitoring systems and compares it empirically against conventional multiple imputation without theoretical proofs.,SKIP
Wang et al.,2019,Data augmentation for intelligent manufacturing with generative adversarial framework,D,YES,Applies a GAN framework for energy consumption time series data augmentation in manufacturing without engaging with statistical missing data inference theory.,SKIP
Simmonds et al.,2017,Data Preprocessing to Enhance Flow Forecasting in a Tropical River Basin,D,YES,Evaluates standard statistical multiple imputation as a preprocessing step prior to training neural network river flow forecasting models.,SKIP
Dash et al.,2016,Design of self-adaptive and equilibrium differential evolution optimized radial basis function neural network classifier for imputed database,D,NO,Proposes a medoid imputation heuristic and RBF neural network classifier for tabular datasets without addressing statistical missing data inference theory.,SKIP
Sobrevilla et al.,2016,"Daily Weather Forecast in Tiwi, Albay, Philippines using Artificial Neural Network with Missing Values Imputation",D,YES,Uses basic multiple imputation and listwise deletion for dataset preprocessing prior to neural network weather forecasting.,SKIP
Kuroda,2005,Data augmentation algorithm for graphical models with missing data,D,NO,"Focuses on classical Bayesian data augmentation for discrete graphical models, pre-dating modern deep learning imputation and containing no neural architecture.",SKIP
Sushil et al.,2024,Cross-institution natural language processing for reliable clinical association studies: a methodological exploration,B,NO,"Substantively explores methodological validity, measurement error, and association bias when using deep NLP feature extraction alongside multiple imputation in clinical epidemiology.",REVIEW
Chen et al.,2025,Copula-Conditional GAIN: A Vine Copula-Empowered Framework for High-Fidelity Imputation of Missing Geotechnical Parameters,C,NO,"Combines MICE preprocessing with C-Vine Copula and GAIN for engineering parameter imputation, evaluating empirical metrics without theoretical statistical proofs.",SKIP
Zhang et al.,2018,Deep Matrix Factorization for Recommender Systems with Missing Data not at Random,A,NO,"Formulates a deep matrix factorization architecture under the MNAR framework, deriving variational Bayesian inference for sampling missing entries from the posterior distribution.",REVIEW
Nuevas & Natividad,2026,"Data Imputation Strategies for GRU-Based Corn Yield Forecasting: A Comparative Analysis of KNN, MICE, and EM",D,YES,"Evaluates KNN, MICE, and EM imputation techniques as standard preprocessing choices for downstream GRU time series forecasting models.",SKIP
Lall et al.,2023,Efficient Multiple Imputation for Diverse Data in Python and R: MIDASpy and rMIDAS,B,NO,Substantively discusses deep learning multiple imputation using denoising autoencoders to enable valid statistical inference under Rubin's framework without providing formal convergence proofs.,REVIEW
Abkar et al.,2026,Designing an explainable algorithm based on XGBoost and genetic algorithm for predicting hospitalization needs of COVID-19 patients,C,NO,Mentions MICE only as a routine clinical preprocessing technique for handling missing variables in COVID-19 risk prediction.,SKIP
Lei et al.,2026,Development and External Validation of an Explainable Machine-Learning Model for Predicting Postoperative Pulmonary Complications in Older Adults Undergoing Degenerative Spine Surgery,C,NO,Uses multiple imputation as a routine preprocessing step to handle missing clinical variables before training perioperative machine learning models.,SKIP
Shi et al.,2026,Development and validation of a prediction model for moderate-to-severe radiation dermatitis in patients with nasopharyngeal carcinoma: A machine learning study,C,NO,Uses Multiple Imputation by Chained Equations (MICE) purely as a standard data preprocessing step before building clinical machine learning prediction models.,SKIP
Wang et al.,2026,Development of a machine learning-based prediction model for postoperative delirium in frail elderly patients undergoing noncardiac surgery under general anesthesia,C,NO,Applies MICE as standard preprocessing for clinical variables prior to training machine learning models for postoperative delirium prediction.,SKIP
Ali et al.,2025,Dynamic Bayesian KNN with Confidence Intervals: A Reliable Imputation Method for High-Dimensional and Sparse Data,C,NO,Mentions MICE and GAIN as empirical imputation baselines without examining statistical inference theory or Rubin's framework.,SKIP
Ben Achour et al.,2025,Development of an artificial intelligence model for predicting the etiology of venous thromboembolism,C,NO,Mentions MICE in passing as a preprocessing step prior to training neural network models for predicting venous thromboembolism etiology.,SKIP
Hu et al.,2025,Development of a warning model for drug-induced liver injury in the older patients,C,NO,Employs Random Forest multiple imputation purely as a data preparation step for clinical drug-induced liver injury prediction.,SKIP
O'Sullivan et al.,2025,Efficient Likelihood and Machine-Learning Models for Spatiotemporal Rainfall Estimation and Imputation,C,YES,Mentions MICE regression baselines in passing when evaluating proposed spatiotemporal DeepKriging and likelihood models on rainfall time series.,SKIP
Pittala et al.,2025,Enhanced High-Dimensional Data Prediction using Additive Square Lasso-based Imputation and Deep Learning Architectures,C,YES,Mentions multiple imputation in the context of an applied predictive framework combining Lasso and RNN-LSTM without addressing statistical validity theory.,SKIP
Saini et al.,2025,DMDI-Extended: Robust and Uncertainty-Aware Deep Imputation for Reliable Intrusion Detection Systems,C,NO,"Combines denoising autoencoders and XGBoost for multiple imputation in intrusion detection, focusing on empirical detection accuracy rather than Rubin's statistical validity theory.",SKIP
Saxena et al.,2025,Early detection of mental health conditions using multimodal generative AI with MI-GBF and fusion-three branch network,C,NO,Mentions Multiple Imputation with Graph-Based Filtering (MI-GBF) as a data cleaning step in a multimodal generative AI pipeline.,SKIP
Wang et al.,2025,Development and Validation of an Interpretable Machine Learning Model for Predicting Early Fusion After Anterior Cervical Discectomy and Fusion,C,NO,Applies multiple imputation as standard data preparation prior to training gradient boosting models for surgical outcome prediction.,SKIP
Ahammed et al.,2024,Enhanced wind velocity imputation near building structures using advanced machine learning techniques,C,YES,Evaluates GAIN and MICE as predictive tools for missing instantaneous wind velocity time-series data without addressing statistical inference theory.,SKIP
Ma et al.,2024,Edge-cloud collaboration-driven predictive planning based on LSTM-attention for wastewater treatment,C,YES,Uses MICEForest as a routine preprocessing tool for missing values prior to LSTM-Attention time-series modeling for wastewater treatment.,SKIP
López et al.,2021,Effect of missing data on short time series and their application in the characterization of surface temperature by detrended fluctuation analysis,C,YES,Mentions multiple imputation as background comparison when evaluating detrended fluctuation analysis on short surface temperature time series.,SKIP
Köse et al.,2020,Effect of Missing Data Imputation on Deep Learning Prediction Performance for Vesicoureteral Reflux and Recurrent Urinary Tract Infection Clinical Study,C,NO,Mentions MICE and FAMD in passing as empirical preprocessing options before running deep learning classifiers on clinical data.,SKIP
Fernandes et al.,2010,Different Methodologies for Patient Stratification Using Survival Data,C,NO,Uses multiple imputation solely as a routine data handling method prior to fitting neural network survival models for breast cancer prognosis.,SKIP
Ayuyev et al.,2009,Dynamic Clustering-Based Estimation of Missing Values in Mixed Type Data,C,NO,Mentions multiple imputation as a benchmark baseline when evaluating a proposed dynamic clustering method on social science datasets.,SKIP
Tao et al.,2026,Dual-dimensional adaptive sequential learning: Enhanced fault diagnosis under multivariate data missing,D,YES,Proposes a sequential learning framework for sensor fault diagnosis using GAIN without addressing statistical missing data inference theory.,SKIP
Khafaga et al.,2025,Enhanced early chronic kidney disease prediction using hybrid waterwheel plant algorithm for deep neural network optimization,D,NO,Focuses on optimizing a deep neural network for chronic kidney disease prediction without addressing statistical imputation theory.,SKIP
Bejugam et al.,2024,Diabetes Prediction using Deep Ensemble Network,D,NO,Focuses on early diabetes diagnosis using a deep ensemble network and bio-inspired feature selection without statistical missing data theory.,SKIP
Murukesh et al.,2024,Downscaling and reconstruction of high-resolution gridded rainfall data over India using deep learning-based generative adversarial network,D,YES,Focuses on spatial super-resolution of rainfall data using SRGAN without referencing statistical missing data inference theory.,SKIP
Shih et al.,2023,Distinguishing Bladder Cancer from Cystitis Patients Using Deep Learning,D,NO,Develops deep learning models for medical diagnosis using oversampling and feature selection without addressing missing data inference theory.,SKIP
Telyatnikov et al.,2023,EGG-GAE: scalable graph neural networks for tabular data imputation,D,NO,Proposes a graph autoencoder architecture for tabular missing data reconstruction evaluated on imputation error rather than statistical inference validity.,SKIP
Liu et al.,2022,Development and validation of a meta-learner for combining statistical and machine learning prediction models in individuals with depression,D,NO,Combines statistical regression and neural networks for clinical outcome prediction without addressing missing data theory or imputation validity.,SKIP
Pan et al.,2021,Energy Consumption Prediction of a CNC Machining Process With Incomplete Data,D,NO,Applies GAIN as an algorithmic tool for point imputation in manufacturing energy prediction without connecting it to statistical inference theory.,SKIP
Yan et al.,2021,Emerging approaches applied to maritime transport research: Past and future,D,NO,A domain review of machine learning applications in maritime shipping and port operations that does not address statistical imputation theory.,SKIP
Kros et al.,2006,Effects of the neural network s-Sigmoid function on KDD in the presence of imprecise data,D,NO,Evaluates neural network transfer function sensitivity to missing data levels without discussing statistical inference theory or Rubin's framework.,SKIP
Sharma et al.,2004,Effect of missing values estimations on traffic parameters,D,YES,Evaluates neural networks and ARIMA models for imputing missing hourly traffic count time series without referencing statistical missing data frameworks.,SKIP
Ferrer-Cid et al.,2026,Evaluating missing value imputation strategies to enhance IoT data availability in the edge,B,YES,Substantively evaluates the statistical validity and uncertainty quantification (confidence interval coverage) of deep VAE imputation relative to MICE on edge IoT sensor data.,REVIEW
Prabhu et al.,2026,Entropy Guided Benchmarking of Classical and Generative Imputation Methods for High-Dimensional Healthcare Survey Data,B,NO,Benchmarks deep generative imputation against MICE by substantively evaluating distributional preservation (KS statistics) and downstream SEM validity across missingness complexity levels.,REVIEW
Willis et al.,2026,Evaluation of accuracy and potential biases of imputation methods on biomedical datasets subject to different mechanisms and patterns of missingness,B,NO,"Substantively evaluates accuracy, statistical bias, coverage, and distributional distance (Wasserstein distance) of imputation methods across MCAR, MAR, and MNAR mechanisms.",REVIEW
He et al.,2025,Evaluation of Generative Adversarial Imputation Nets' Performance in Handling Missing Data in Structural Equation Modeling,B,NO,"Substantively evaluates the statistical inferential validity (parameter estimation bias, variability, and SEM model fit recovery) of deep generative imputation (GAIN) against statistical benchmarks (FIML, MI).",REVIEW
Barth et al.,2024,Ensemble reconstruction of missing satellite data using a denoising diffusion model: application to chlorophyll a concentration in the Black Sea,B,YES,"Substantively evaluates the statistical validity, ensemble reliability, and probabilistic uncertainty quantification of deep diffusion imputation for satellite ocean data.",REVIEW
Senetaire et al.,2023,Explainability as statistical inference,B,NO,Casts model interpretability as a statistical inference problem and substantively examines the role of proper multiple imputation in neural feature attribution.,REVIEW
Boursalie et al.,2022,Evaluation Metrics for Deep Learning Imputation Models,B,NO,Substantively contrasts predictive metrics (RMSE) with statistical validity (Jensen-Shannon distance) to evaluate deep learning imputation models against statistical standards.,REVIEW
Bräm et al.,2022,Evaluation of machine learning methods for covariate data imputation in pharmacometrics,B,NO,"Substantively evaluates the statistical validity (estimation bias) of machine learning imputation methods (RF, ANN) against statistical MI benchmarks in pharmacometrics.",REVIEW
Bhaskaran et al.,2026,Enhanced WSN-IoT Security in Cyber-Physical Systems Employing a Directed Acyclic Graph Triplet Attention Network and Draco Lizard Optimizer,C,YES,Mentions adaptive multiple imputation (AMIMVC) purely as a data preprocessing heuristic for IoT network security classification without addressing statistical inference theory.,SKIP
Faisal et al.,2026,Explainable machine learning for risk stratification following TAVI,C,NO,Applies multiple imputation as a routine preprocessing step for missing clinical parameters in a post-TAVI risk stratification machine learning model.,SKIP
Tasnia et al.,2026,"Evaluating Machine Learning Models for Classifying Diabetes Using Demographic, Clinical, Lifestyle, Anthropometric, and Environmental Exposure Factors",C,NO,Mentions MICE in passing as a standard missing data preprocessing technique prior to training supervised classifiers on NHANES data.,SKIP
Vafaei et al.,2026,Enhancing groundwater level prediction through DeepMVI-Aided interpolation and transformer-based modeling,C,YES,Uses DeepMVI for groundwater level data interpolation prior to predictive time series modeling without exploring Rubin's statistical framework.,SKIP
Wang et al.,2026,Evaluating the accuracy of sex estimation from human tooth volume: leveraging automated AI segmentation and comparative analysis of machine learning algorithms,C,NO,Uses MICE as a routine preprocessing step for missing tooth volume data in a forensic machine learning pipeline without addressing theoretical statistical validity.,SKIP
Bori et al.,2025,Evaluating clinical utility of embryo selection algorithms: reducing time to live birth through deep learning and multiple imputation,C,NO,Mentions multiple imputation in passing as a statistical tool for handling missing outcome data alongside deep learning embryo selection.,SKIP
Ghorbani et al.,2025,"Evaluating Deep Learning Data Imputation for Subway Indoor Air Quality: Accuracy, Efficiency, and Implications for Downstream Tasks",C,YES,"Evaluates deep learning imputation (MOP-LSTM) for subway air quality data, mentioning multiple imputation only as background context for missing data handling.",SKIP
Li et al.,2025,Enhancing landslide dam stability prediction: a data-driven framework integrating missing data imputation and optimal threshold discrimination,C,NO,"Evaluates GAIN, missForest, MICE, KNN, and mean imputation as data preprocessing for landslide dam stability ML classifiers, focusing on predictive AUC/accuracy.",SKIP
Mbamba et al.,2025,Enhancing data quality in wastewater processes: Missing data imputation with deep Variational Autoencoders and genetic algorithms,C,YES,"Combines deep VAEs and genetic algorithms for missing data imputation in wastewater processes, framing imputation as an engineering data quality enhancement.",SKIP
van Velze et al.,2025,Evaluation of Machine Learning Model Performance in Diabetic Foot Ulcer: Retrospective Cohort Study,C,NO,Uses deep learning multiple imputation (MIDAS Touch) as a routine preprocessing tool within a clinical machine learning framework for diabetic foot ulcers.,SKIP
Kaur et al.,2024,Estimation of missing weather variables using different data mining techniques for avalanche forecasting,C,YES,Evaluates MICE and nearest-neighbor imputation as preprocessing methods for missing weather variables to improve neural network avalanche forecasting.,SKIP
Wang et al.,2024,Examining factors related to low performance of predicting remission in participants with major depressive disorder using neuroimaging data and other clinical features,C,NO,Implements multiple imputation as a standard preprocessing step in a neuroimaging machine learning pipeline predicting depression remission.,SKIP
Zhang et al.,2024,Enhancement Methods of Hydropower Unit Monitoring Data Quality Based on the Hierarchical Density-Based Spatial Clustering of Applications with a Noise-Wasserstein Slim Generative Adversarial Imputation Network with a Gradient Penalty,C,YES,"Proposes WSGAIN-GP for hydropower unit monitoring data imputation, evaluating empirical distribution distance (KL/JS divergence) without theoretical inference framing.",SKIP
Moghtadernejad et al.,2023,Estimating the Values of Missing Data Related to Infrastructure Condition States Using Their Spatial Correlation,C,YES,"Evaluates spatial-temporal neural networks (Bi-LSTM) and Kriging for infrastructure condition data estimation, referencing stochastic multiple imputation only as background.",SKIP
Lee et al.,2022,Evaluation of Odor Prediction Model Performance and Variable Importance according to Various Missing Imputation Methods,C,NO,"Compares single, multiple, and KNN imputation combinations with ML/DL prediction models for odor concentration without evaluating statistical inference validity.",SKIP
Sachan et al.,2021,Evidential reasoning for preprocessing uncertain categorical data for trustworthy decisions: An application on healthcare and finance,C,NO,Proposes the MAKER framework using evidential reasoning to transform and impute missing categorical attributes for trustworthy AI decisions without theoretical missing data inference analysis.,SKIP
Casiraghi et al.,2020,Explainable Machine Learning for Early Assessment of COVID-19 Risk Prediction in Emergency Departments,C,NO,Employs missing data imputation as a routine preprocessing step in an explainable machine learning pipeline for COVID-19 risk prediction in emergency departments.,SKIP
Mbandi et al.,2019,"Estimating On-Road Vehicle Fuel Economy in Africa: A Case Study Based on an Urban Transport Survey in Nairobi, Kenya",C,NO,"Uses empirical models (GLM, ANN) and multiple imputation for missing vehicle activity survey data in Nairobi to estimate fuel economy and emissions.",SKIP
Yoon et al.,2019,Estimating Missing Data in Temporal Data Streams Using Multi-Directional Recurrent Neural Networks,C,YES,"Proposes M-RNN for missing data interpolation and imputation across temporal medical streams, benchmarked primarily on predictive RMSE improvement.",SKIP
Dragomir et al.,2012,Estimating Annual CO2 Flux for Lutjewad Station Using Three Different Gap-Filling Techniques,C,YES,"Compares multiple regression, multiple imputation, and artificial neural networks for gap-filling hourly CO2 flux data without theoretical statistical inference framing.",SKIP
Minh et al.,2025,Enhancing the Structural Health Monitoring (SHM) through data reconstruction: Integrating 1D convolutional neural networks (1DCNN) with bidirectional long short-term memory networks (Bi-LSTM),D,YES,Focuses on deep learning data reconstruction (1DCNN-BiLSTM) for structural health monitoring without addressing missing data statistical inference theory.,SKIP
Niu et al.,2025,ETDS: A Novel Electricity Theft Detection System for Highly Unbalanced Data in Smart Grids,D,YES,"Proposes an electricity theft detection system with an applied data imputation module, without discussing missing data inference theory or statistical validity.",SKIP
Sun et al.,2026,Generative conditional missing imputation networks,A,NO,Formally establishes the theoretical underpinnings of Generative Conditional Missing Imputation Networks (GCMI) under MCAR and MAR mechanisms integrated with a multiple imputation framework.,REVIEW
Yoon et al.,2018,GAIN: Missing Data Imputation using Generative Adversarial Nets,A,NO,Formally proves that the hint-vector discriminator mechanism guarantees the generator converges to sampling from the true conditional distribution P(X_mis | X_obs) under MAR.,REVIEW
Chen et al.,2023,Handling high-dimensional data with missing values by modern machine learning techniques,B,NO,"Substantively evaluates the statistical validity of deep learning for estimating inferential parameters such as population means, percentiles, and doubly robust estimators under missingness.",REVIEW
Dong et al.,2021,Generative adversarial networks for imputing missing data for big data clinical research,B,NO,"Substantively evaluates and compares the statistical validity, accuracy, and efficiency of GAIN against MICE across simulated MAR mechanisms in large clinical cohorts.",REVIEW
Yoon et al.,2020,GAMIN: Generative Adversarial Multiple Imputation Network for Highly Missing Data,B,NO,Substantively discusses multiple imputation theory and confidence estimation for generating multiple imputations to capture uncertainty under high missingness rates.,REVIEW
Lopes et al.,2015,Handling Missing Data,B,NO,"Substantively discusses statistical missing data mechanisms (MCAR, MAR, MNAR) and the validity of single vs. multiple imputation when applied to neural network models.",REVIEW
Bidarbakhtnia et al.,2026,Global transitions to sustainable development: A cross-country clustering of SDG progress,C,NO,Employs multiple imputation solely as a data preparation step for missing SDG indicator data before neural network clustering.,SKIP
Ng et al.,2026,Genetic Algorithm-Enhanced CMILK for Robust Thermal Facial Data Imputation,C,NO,Applies correlation-based multiple imputation optimized by genetic algorithms to facial landmark temperatures without addressing DL statistical validity theory.,SKIP
Reshmi et al.,2026,Food Adulteration Detection Using Quantum-Inspired Hybrid Optimization Approach,C,NO,Uses MICE strictly as a preprocessing step to handle missing values prior to feature extraction and quantum-hybrid classification.,SKIP
Xiao et al.,2026,Explainable Machine Learning Model Based on Routine Admission Laboratory Tests for Predicting New-Onset Hypoalbuminemia in Hospitalized Older Patients with Acute Exacerbation of COPD,C,NO,Uses multiple imputation solely as a data preparation step for missing admission lab tests in a retrospective clinical predictive study.,SKIP
Yalçin et al.,2026,Explainable tabular deep learning models for antenatal cesarean delivery prediction in multiparous women,C,NO,Mentions multiple imputation strictly as a data preprocessing step prior to evaluating tabular deep learning architectures for clinical prediction.,SKIP
Bahudian et al.,2025,Generating Synthetic Data for Machine Learning Models from the Pediatric Heart Network Fontan I Dataset,C,NO,Uses MICE as a standard data preprocessing step prior to training a generative adversarial network for synthetic pediatric data generation.,SKIP
Baro et al.,2025,GAN-based approach for data imputation and handling class imbalance using one class ensemble,C,NO,Adopts multiple imputation concepts as part of a heuristic GAN-ensemble workflow for imbalanced classification without statistical validity proofs.,SKIP
Huang et al.,2025,Explainable machine learning model for 1-year readmission risk prediction in AECOPD patients: integrating relief feature selection with sample augmentation,C,NO,Uses MICE as a data cleaning step prior to CTGAN data augmentation and clinical readmission risk prediction.,SKIP
Sharma et al.,2025,"Exploring the Role of Abuse, Substance use and General Health in Pregnancy Risk Prediction using Machine Learning Algorithms",C,NO,Uses MICE as a preprocessing tool to handle missing values in survey data before training gradient boosting and neural network classifiers.,SKIP
Chhabra,2024,Handling Missing Data through Artificial Neural Network,C,NO,Empirically compares a back-propagation artificial neural network against statistical multiple imputation for categorical data reconstruction.,SKIP
Jolicoeur-Martineau et al.,2024,Generating and Imputing Tabular Data via Diffusion and Flow-based Gradient-Boosted Trees,C,NO,Evaluates gradient-boosted tree diffusion and flow models on tabular data generation and imputation benchmarks without formal statistical proofs.,SKIP
Mensah et al.,2024,FaceNet recognition algorithm subject to multiple constraints: Assessment of the performance,C,NO,"Applies statistical multiple imputation methods (MICE, MissForest, RegEM) as preprocessing steps for facial de-occlusion before FaceNet evaluation.",SKIP
Balshetwar et al.,2023,Fake news detection in social media based on sentiment analysis using classifier techniques,C,NO,Mentions MICE only as a preprocessing routine for multivariate missing variables in social media data classification.,SKIP
Jiang et al.,2023,Handling missing data in well-log curves with a gated graph neural network,C,YES,Mentions MICE in passing as an empirical baseline (MICE-GRU) when evaluating a gated graph neural network for well-log curve imputation.,SKIP
Wu et al.,2023,Fault Diagnosis of Autonomous Underwater Vehicle with Missing Data Based on Multi-Channel Full Convolutional Neural Network,C,YES,Applies random forest MICE as a data preparation step for missing AUV sensor signals prior to multi-channel CNN fault diagnosis.,SKIP
Li et al.,2022,Filling Missing Surface Roughness Data for Grinding Process Using Physics-Guided Neural Network,C,NO,Mentions traditional imputation methods in passing while introducing a physics-guided neural network for grinding process data.,SKIP
Sun et al.,2022,Feature Completion Using Correlation-Preserved Autoencoder,C,NO,Uses multiple imputation concepts heuristically to motivate ensembling autoencoder outputs without addressing statistical inference theory.,SKIP
Zhou et al.,2022,Gender Difference in Prognosis of Patients with Heart Failure: A Propensity Score Matching Analysis,C,NO,Uses multiple imputation with predictive mean matching solely as a preprocessing step prior to neural network propensity score matching.,SKIP
Calhas et al.,2021,fMRI Multiple Missing Values Imputation Regularized by a Recurrent Denoiser,C,YES,Incorporates chained equations heuristically into a deep neural network layer for multivariate fMRI signal imputation without formal statistical inference proofs.,SKIP
Hazra et al.,2021,"Generating Synthetic Fermentation Data of Shindari, a Traditional Jeju Beverage, Using Multiple Imputation Ensemble and Generative Adversarial Networks",C,NO,Uses MICE and random forest as a pre-imputation ensemble step before training a Wasserstein GAN for synthetic beverage data generation.,SKIP
Woldesellasse et al.,2021,Handling Incomplete and Missing Data in Corrosion Pit Measurement Database Using Imputation Methods: Model Development Using Artificial Neural Network,C,NO,Evaluates eight standard imputation techniques (including AMELIA) as preprocessing routines to train a neural network on corrosion data.,SKIP
Riggi et al.,2015,Handling missing data for the identification of charged particles in a multilayer detector: A comparison between different imputation methods,C,NO,Compares standard multiple imputation and skew-normal EM models as preprocessing routines for neural network particle identification.,SKIP
Wang et al.,2025,Forecasting financial distress in listed Chinese construction firms: leveraging ensemble learning and non-financial variables,D,NO,Focuses on ensemble learning and feature selection for corporate financial distress forecasting without addressing deep learning imputation or statistical missing data theory.,SKIP
Messner,2024,Exploring multilevel data with deep learning and XAI: The effect of personal-care advertising spending on subjective happiness,D,NO,Investigates multilevel cross-country survey data using deep learning and XAI without addressing missing data imputation or statistical validity theories.,SKIP
Simkus & Gutmann,2024,Improving Variational Autoencoder Estimation from Incomplete Data with Mixture Variational Families,A,NO,Mathematically proves how missing data alters the latent posterior distribution in VAEs and formally derives variational mixture lower bounds to guarantee valid inference from incomplete data.,REVIEW
Ipsen et al.,2022,HOW TO DEAL WITH MISSING DATA IN SUPERVISED DEEP LEARNING?,A,NO,Provides a formal variational mathematical framework proving that importance-weighted deep generative models marginalize over missing features under MAR to yield samples from the posterior predictive distribution.,REVIEW
Asiimwe et al.,2026,Improving Genotype Imputation in High-Dimensional Pharmacogenomics Using Multiple Imputation: Evaluation with Machine Learning Approaches,B,NO,"Substantively evaluates Rubin's statistical inference validity, specifically measuring 95% confidence interval coverage and false-positive rates when combining multiple imputation with machine learning.",REVIEW
Zhu & Lai,2022,Improvements Achieved by Multiple Imputation for Single-Cell RNA-Seq Data in Clustering Analysis and Differential Expression Analysis,B,NO,Substantively evaluates applying Rubin's multiple imputation framework to GAN-based deep learning imputation (scIGANs) for downstream statistical inference without providing a formal proof.,REVIEW
Jarrett et al.,2022,HyperImpute: Generalized Iterative Imputation with Automatic Model Selection,B,NO,"Substantively analyzes the statistical validity, conditional distribution matching, and model specification trade-offs between deep generative modeling and Rubin's MICE iterative imputation paradigm.",REVIEW
Dudhe et al.,2025,ICU Mechanical Ventilation Data Imputation,C,YES,"Empirically compares GRU networks and statistical imputation methods (MICE) on ICU mechanical ventilation time series, referencing missingness patterns only as background.",SKIP
Mahmud et al.,2025,IMPUGAN: Learning Conditional Generative Models for Robust Data Imputation,C,NO,Mentions traditional multiple imputation and statistical assumptions as background motivation for proposing a conditional GAN without engaging with statistical inference theory.,SKIP
Afkanpour et al.,2024,Identify the most appropriate imputation method for handling missing values in clinical structured datasets: a systematic review,C,NO,A systematic review categorizing clinical tabular imputation methods across MCAR/MAR/MNAR mechanisms without providing theoretical analysis of the bridge between deep learning and statistical validity.,SKIP
Widi Nurcahyo & Wafridh,2024,Improved Backpropagation Using Genetic Algorithm for Prediction of Anomalies and Data Unavailability,C,NO,Compares a genetic algorithm-optimized backpropagation neural network against standard multiple imputation as an empirical baseline on survey data.,SKIP
Utama et al.,2024,Improving Time-Series Forecasting Performance Using Imputation Techniques in Deep Learning,C,YES,Evaluates traditional imputation methods like MICE prior to deep learning time-series forecasting without analyzing statistical inference validity.,SKIP
Liu et al.,2023,Handling missing values in healthcare data: A systematic review of deep learning-based imputation techniques,C,YES,A systematic review mapping deep learning imputation architectures across healthcare data types without conducting a substantive theoretical analysis of statistical validity.,SKIP
Pavelchek et al.,2023,Imputation of missing values for cochlear implant candidate audiometric data and potential applications,C,NO,"Empirically evaluates MICE, KNN, and neural networks on static audiometric data without addressing theoretical statistical validity or formal inference properties.",SKIP
